eventdate,series,video,site_name,site_type,starts,siteTypeStarts,nameOfDay,startOfWeek
2019-04-11,Blindspot,Woe has Joined,Hulu Classic,SVOD,1723,72863,Thursday,2019-04-08
2019-04-10,Blindspot,Woe has Joined,DirecTV Now DMVPD,DMVPD,1709,117071,Wednesday,2019-04-08
2019-04-10,Blindspot,Woe has Joined,Bravo Android Tablet Apps,Watch,1700,401920,Wednesday,2019-04-08
2019-04-06,Blindspot,Woe has Joined,Bravo Android TV App,Watch,1699,401920,Saturday,2019-04-01
2019-04-10,Blindspot,Woe has Joined,Bravo FireTV App,Watch,1676,401920,Wednesday,2019-04-08
2019-04-08,Blindspot,Woe has Joined,Bravo FEP,Watch,1626,401920,Monday,2019-04-08
2019-04-06,Blindspot,Woe has Joined,Hulu Classic,SVOD,1575,72863,Saturday,2019-04-01
2019-04-10,Blindspot,Woe has Joined,Bravo iPad App,Watch,1575,401920,Wednesday,2019-04-08
2019-04-07,Blindspot,Woe has Joined,Bravo FEP,Watch,1574,401920,Sunday,2019-04-01
2019-04-07,Blindspot,Woe has Joined,DirecTV Now DMVPD,DMVPD,1573,117071,Sunday,2019-04-01
2019-04-12,Blindspot,Woe has Joined,Bravo FireTV App,Watch,1573,401920,Friday,2019-04-08
2019-04-07,Blindspot,Woe has Joined,Dish Anywhere MVPD,MVPD,1559,125919,Sunday,2019-04-01
2019-04-07,Blindspot,Woe has Joined,Bravo iPad App,Watch,1556,401920,Sunday,2019-04-01
2019-04-08,Blindspot,Woe has Joined,Bravo Android Tablet Apps,Watch,1526,401920,Monday,2019-04-08
2019-04-11,Blindspot,Woe has Joined,Bravo FEP,Watch,1488,401920,Thursday,2019-04-08
2019-04-10,Blindspot,Woe has Joined,Bravo Chromecast App,Watch,1486,401920,Wednesday,2019-04-08
2019-04-09,Blindspot,Woe has Joined,Bravo FEP,Watch,1478,401920,Tuesday,2019-04-08
2019-04-08,Blindspot,Woe has Joined,Bravo iPad App,Watch,1463,401920,Monday,2019-04-08
2019-04-05,Blindspot,Woe has Joined,Dish Anywhere MVPD,MVPD,1448,125919,Friday,2019-04-01
2019-04-06,Blindspot,Woe has Joined,Bravo Roku App,Watch,1448,401920,Saturday,2019-04-01
2019-04-12,Blindspot,Woe has Joined,DirecTV Everywhere MVPD,MVPD,1434,125919,Friday,2019-04-08
2019-04-06,Blindspot,Woe has Joined,Verizon FiOS,MVPD,1411,125919,Saturday,2019-04-01
2019-04-08,Blindspot,Woe has Joined,Hulu Plus,SVOD,1355,72863,Monday,2019-04-08
2019-04-06,Blindspot,Woe has Joined,Bravo iPhone App,Watch,1329,401920,Saturday,2019-04-01
2019-04-11,Blindspot,Woe has Joined,Verizon FiOS,MVPD,1318,125919,Thursday,2019-04-08
2019-04-10,Blindspot,Woe has Joined,Bravo Samsung Smart TV App,Watch,1311,401920,Wednesday,2019-04-08
2019-04-05,Blindspot,Woe has Joined,Bravo FireTV App,Watch,1291,401920,Friday,2019-04-01
2019-04-09,Blindspot,Woe has Joined,Sony Vue DMVPD,DMVPD,1270,117071,Tuesday,2019-04-08
2019-04-05,Blindspot,Woe has Joined,Bravo Apple TV App,Watch,1261,401920,Friday,2019-04-01
2019-04-06,Blindspot,Woe has Joined,Bravo Android Tablet Apps,Watch,1254,401920,Saturday,2019-04-01
2019-04-09,Blindspot,Woe has Joined,Bravo Samsung Smart TV App,Watch,1247,401920,Tuesday,2019-04-08
2019-04-12,Blindspot,Woe has Joined,Bravo Roku App,Watch,1247,401920,Friday,2019-04-08
2019-04-11,Blindspot,Woe has Joined,Bravo Samsung Smart TV App,Watch,1235,401920,Thursday,2019-04-08
2019-04-08,Blindspot,Woe has Joined,Bravo FireTV App,Watch,1231,401920,Monday,2019-04-08
2019-04-06,Blindspot,Woe has Joined,Dish Anywhere MVPD,MVPD,1204,125919,Saturday,2019-04-01
2019-04-06,Blindspot,Woe has Joined,Hulu Plus,SVOD,1196,72863,Saturday,2019-04-01
2019-04-10,Blindspot,Woe has Joined,Bravo Apple TV App,Watch,1195,401920,Wednesday,2019-04-08
2019-04-08,Blindspot,Woe has Joined,Comcast Xfinity MVPD,MVPD,1190,125919,Monday,2019-04-08
2019-04-05,Blindspot,Woe has Joined,Bravo Android TV App,Watch,1166,401920,Friday,2019-04-01
2019-04-11,Blindspot,Woe has Joined,DirecTV Now DMVPD,DMVPD,1150,117071,Thursday,2019-04-08
2019-04-11,Blindspot,Woe has Joined,Dish Anywhere MVPD,MVPD,1136,125919,Thursday,2019-04-08
2019-04-08,Blindspot,Woe has Joined,DirecTV Now DMVPD,DMVPD,1094,117071,Monday,2019-04-08
2019-04-11,Blindspot,Woe has Joined,Bravo iPad App,Watch,1084,401920,Thursday,2019-04-08
2019-04-11,Blindspot,Woe has Joined,Sony Vue DMVPD,DMVPD,1084,117071,Thursday,2019-04-08
2019-04-11,Blindspot,Woe has Joined,Hulu Plus,SVOD,1069,72863,Thursday,2019-04-08
2019-04-11,Blindspot,Woe has Joined,Bravo Android TV App,Watch,1061,401920,Thursday,2019-04-08
2019-04-05,Blindspot,Woe has Joined,Bravo iPhone App,Watch,1056,401920,Friday,2019-04-01
2019-04-09,Blindspot,Woe has Joined,Hulu Plus,SVOD,1048,72863,Tuesday,2019-04-08
2019-04-11,Blindspot,Woe has Joined,Bravo Apple TV App,Watch,1021,401920,Thursday,2019-04-08
2019-04-09,Blindspot,Woe has Joined,Bravo iPad App,Watch,1019,401920,Tuesday,2019-04-08
2019-04-12,Blindspot,Woe has Joined,Comcast Xfinity MVPD,MVPD,1009,125919,Friday,2019-04-08
2019-04-12,Blindspot,Woe has Joined,Bravo Samsung Smart TV App,Watch,1001,401920,Friday,2019-04-08
2019-04-07,Blindspot,Woe has Joined,Bravo iPhone App,Watch,999,401920,Sunday,2019-04-01
2019-04-11,Blindspot,Woe has Joined,Comcast Xfinity MVPD,MVPD,988,125919,Thursday,2019-04-08
2019-04-07,Blindspot,Woe has Joined,Comcast Xfinity MVPD,MVPD,972,125919,Sunday,2019-04-01
2019-04-06,Blindspot,Woe has Joined,Bravo Samsung Smart TV App,Watch,971,401920,Saturday,2019-04-01
2019-04-10,Blindspot,Woe has Joined,Bravo iPhone App,Watch,958,401920,Wednesday,2019-04-08
2019-04-12,Blindspot,Woe has Joined,YouTube TV,DMVPD,935,117071,Friday,2019-04-08
2019-04-11,Blindspot,Woe has Joined,YouTube TV,DMVPD,929,117071,Thursday,2019-04-08
2019-04-05,Blindspot,Woe has Joined,Bravo Chromecast App,Watch,884,401920,Friday,2019-04-01
2019-04-06,Blindspot,Woe has Joined,Comcast Xfinity MVPD,MVPD,862,125919,Saturday,2019-04-01
2019-04-07,Blindspot,Woe has Joined,YouTube TV,DMVPD,860,117071,Sunday,2019-04-01
2019-04-11,Blindspot,Woe has Joined,DirecTV Everywhere MVPD,MVPD,851,125919,Thursday,2019-04-08
2019-04-06,Blindspot,Woe has Joined,YouTube TV,DMVPD,843,117071,Saturday,2019-04-01
2019-04-09,Blindspot,Woe has Joined,Bravo Chromecast App,Watch,830,401920,Tuesday,2019-04-08
2019-04-12,Blindspot,Woe has Joined,Bravo Apple TV App,Watch,825,401920,Friday,2019-04-08
2019-04-07,Blindspot,Woe has Joined,Bravo Samsung Smart TV App,Watch,800,401920,Sunday,2019-04-01
2019-04-09,Blindspot,Woe has Joined,Bravo iPhone App,Watch,792,401920,Tuesday,2019-04-08
2019-04-06,Blindspot,Woe has Joined,DirecTV Now DMVPD,DMVPD,785,117071,Saturday,2019-04-01
2019-04-10,Blindspot,Woe has Joined,Hulu Plus,SVOD,781,72863,Wednesday,2019-04-08
2019-04-09,Blindspot,Woe has Joined,Comcast Xfinity MVPD,MVPD,777,125919,Tuesday,2019-04-08
2019-04-07,Blindspot,Woe has Joined,Bravo Android TV App,Watch,761,401920,Sunday,2019-04-01
2019-04-09,Blindspot,Woe has Joined,SlingTV DMVPD,DMVPD,738,117071,Tuesday,2019-04-08
2019-04-06,Blindspot,Woe has Joined,Bravo iPad App,Watch,735,401920,Saturday,2019-04-01
2019-04-10,Blindspot,Woe has Joined,Bravo FEP,Watch,732,401920,Wednesday,2019-04-08
2019-04-12,Blindspot,Woe has Joined,Hulu Plus,SVOD,724,72863,Friday,2019-04-08
2019-04-09,Blindspot,Woe has Joined,Bravo Roku App,Watch,716,401920,Tuesday,2019-04-08
2019-04-05,Blindspot,Woe has Joined,Bravo Samsung Smart TV App,Watch,714,401920,Friday,2019-04-01
2019-04-08,Blindspot,Woe has Joined,Verizon FiOS,MVPD,711,125919,Monday,2019-04-08
2019-04-09,Blindspot,Woe has Joined,DirecTV Now DMVPD,DMVPD,648,117071,Tuesday,2019-04-08
2019-04-09,Blindspot,Woe has Joined,DirecTV Everywhere MVPD,MVPD,607,125919,Tuesday,2019-04-08
2019-04-07,Blindspot,Woe has Joined,Hulu Classic,SVOD,601,72863,Sunday,2019-04-01
2019-04-06,Blindspot,Woe has Joined,Bravo Chromecast App,Watch,591,401920,Saturday,2019-04-01
2019-04-10,Blindspot,Woe has Joined,Verizon FiOS,MVPD,590,125919,Wednesday,2019-04-08
2019-04-09,Blindspot,Woe has Joined,Bravo Android TV App,Watch,578,401920,Tuesday,2019-04-08
2019-04-09,Blindspot,Woe has Joined,Verizon FiOS,MVPD,577,125919,Tuesday,2019-04-08
2019-04-08,Blindspot,Woe has Joined,Bravo Apple TV App,Watch,555,401920,Monday,2019-04-08
2019-04-12,Blindspot,Woe has Joined,DirecTV Now DMVPD,DMVPD,550,117071,Friday,2019-04-08
2019-04-10,Blindspot,Woe has Joined,Bravo Android TV App,Watch,529,401920,Wednesday,2019-04-08
2019-04-08,Blindspot,Woe has Joined,Bravo Roku App,Watch,525,401920,Monday,2019-04-08
2019-04-07,Blindspot,Woe has Joined,Bravo Chromecast App,Watch,518,401920,Sunday,2019-04-01
2019-04-10,Blindspot,Woe has Joined,Sony Vue DMVPD,DMVPD,516,117071,Wednesday,2019-04-08
2019-04-06,Blindspot,Woe has Joined,Bravo Apple TV App,Watch,513,401920,Saturday,2019-04-01
2019-04-09,Blindspot,Woe has Joined,Hulu DMVPD,DMVPD,499,117071,Tuesday,2019-04-08
2019-04-12,Blindspot,Woe has Joined,Bravo iPad App,Watch,489,401920,Friday,2019-04-08
2019-04-10,Blindspot,Woe has Joined,Hulu Classic,SVOD,466,72863,Wednesday,2019-04-08
2019-04-12,Blindspot,Woe has Joined,Bravo Chromecast App,Watch,457,401920,Friday,2019-04-08
2019-04-12,Blindspot,Woe has Joined,Verizon FiOS,MVPD,455,125919,Friday,2019-04-08
2019-04-07,Blindspot,Woe has Joined,Bravo Apple TV App,Watch,439,401920,Sunday,2019-04-01
2019-04-12,Blindspot,Woe has Joined,Dish Anywhere MVPD,MVPD,431,125919,Friday,2019-04-08
2019-04-10,Blindspot,Woe has Joined,Bravo Roku App,Watch,412,401920,Wednesday,2019-04-08
2019-04-07,Blindspot,Woe has Joined,Bravo Android Tablet Apps,Watch,392,401920,Sunday,2019-04-01
2019-04-12,Blindspot,Woe has Joined,SlingTV DMVPD,DMVPD,392,117071,Friday,2019-04-08
2019-04-05,Blindspot,Woe has Joined,Bravo FEP,Watch,391,401920,Friday,2019-04-01
2019-04-11,Blindspot,Woe has Joined,Bravo iPhone App,Watch,391,401920,Thursday,2019-04-08
2019-04-05,Blindspot,Woe has Joined,Bravo Android Tablet Apps,Watch,387,401920,Friday,2019-04-01
2019-04-08,Blindspot,Woe has Joined,Bravo iPhone App,Watch,386,401920,Monday,2019-04-08
2019-04-08,Blindspot,Woe has Joined,Bravo Android TV App,Watch,374,401920,Monday,2019-04-08
2019-04-09,Blindspot,Woe has Joined,Bravo Android Tablet Apps,Watch,368,401920,Tuesday,2019-04-08
2019-04-11,Blindspot,Woe has Joined,Bravo Chromecast App,Watch,358,401920,Thursday,2019-04-08
2019-04-07,Blindspot,Woe has Joined,Verizon FiOS,MVPD,333,125919,Sunday,2019-04-01
2019-04-09,Blindspot,Woe has Joined,Bravo FireTV App,Watch,329,401920,Tuesday,2019-04-08
2019-04-09,Blindspot,Woe has Joined,Hulu Classic,SVOD,329,72863,Tuesday,2019-04-08
2019-04-06,Blindspot,Woe has Joined,Bravo FEP,Watch,305,401920,Saturday,2019-04-01
2019-04-12,Blindspot,Woe has Joined,Bravo iPhone App,Watch,300,401920,Friday,2019-04-08
2019-04-07,Blindspot,Woe has Joined,Bravo Roku App,Watch,291,401920,Sunday,2019-04-01
2019-04-11,Blindspot,Woe has Joined,Bravo Android Tablet Apps,Watch,288,401920,Thursday,2019-04-08
2019-04-12,Blindspot,Woe has Joined,Bravo Android TV App,Watch,268,401920,Friday,2019-04-08
2019-04-09,Blindspot,Woe has Joined,Bravo Apple TV App,Watch,262,401920,Tuesday,2019-04-08
2019-04-07,Blindspot,Woe has Joined,Bravo FireTV App,Watch,214,401920,Sunday,2019-04-01
2019-04-10,Blindspot,Woe has Joined,DirecTV Everywhere MVPD,MVPD,212,125919,Wednesday,2019-04-08
2019-04-10,Blindspot,Woe has Joined,Comcast Xfinity MVPD,MVPD,159,125919,Wednesday,2019-04-08
2019-04-07,Blindspot,Woe has Joined,Hulu Plus,SVOD,158,72863,Sunday,2019-04-01
2019-04-08,Blindspot,Woe has Joined,Bravo Chromecast App,Watch,150,401920,Monday,2019-04-08
2019-04-12,Blindspot,Woe has Joined,Sony Vue DMVPD,DMVPD,138,117071,Friday,2019-04-08
2019-04-11,Blindspot,Woe has Joined,SlingTV DMVPD,DMVPD,100,117071,Thursday,2019-04-08
2019-04-01,Brooklyn Nine-Nine,48 Hours,Bravo iPad App,Watch,1996,1818362,Monday,2019-04-01
2019-03-30,Brooklyn Nine-Nine,48 Hours,Bravo Android Tablet Apps,Watch,1974,1818362,Saturday,2019-03-25
2019-04-05,Brooklyn Nine-Nine,48 Hours,Bravo iPhone App,Watch,1952,1818362,Friday,2019-04-01
2019-04-11,Brooklyn Nine-Nine,48 Hours,Bravo FireTV App,Watch,1944,1818362,Thursday,2019-04-08
2019-04-02,Brooklyn Nine-Nine,48 Hours,Hulu DMVPD,DMVPD,1937,952606,Tuesday,2019-04-01
2019-03-31,Brooklyn Nine-Nine,48 Hours,Bravo Apple TV App,Watch,1935,1818362,Sunday,2019-03-25
2019-03-31,Brooklyn Nine-Nine,48 Hours,Bravo FEP,Watch,1906,1818362,Sunday,2019-03-25
2019-04-02,Brooklyn Nine-Nine,48 Hours,Comcast Xfinity MVPD,MVPD,1902,271933,Tuesday,2019-04-01
2019-04-09,Brooklyn Nine-Nine,48 Hours,Bravo Android Tablet Apps,Watch,1877,1818362,Tuesday,2019-04-08
2019-03-29,Brooklyn Nine-Nine,48 Hours,Bravo FEP,Watch,1866,1818362,Friday,2019-03-25
2019-04-06,Brooklyn Nine-Nine,48 Hours,Comcast Xfinity MVPD,MVPD,1864,271933,Saturday,2019-04-01
2019-04-04,Brooklyn Nine-Nine,48 Hours,Bravo iPad App,Watch,1859,1818362,Thursday,2019-04-01
2019-04-08,Brooklyn Nine-Nine,48 Hours,Bravo Roku App,Watch,1858,1818362,Monday,2019-04-08
2019-04-12,Brooklyn Nine-Nine,48 Hours,Bravo Apple TV App,Watch,1793,1818362,Friday,2019-04-08
2019-04-09,Brooklyn Nine-Nine,48 Hours,Bravo FireTV App,Watch,1783,1818362,Tuesday,2019-04-08
2019-04-07,Brooklyn Nine-Nine,48 Hours,Bravo Roku App,Watch,1777,1818362,Sunday,2019-04-01
2019-04-08,Brooklyn Nine-Nine,48 Hours,Bravo FireTV App,Watch,1705,1818362,Monday,2019-04-08
2019-04-08,Brooklyn Nine-Nine,48 Hours,Bravo FEP,Watch,1674,1818362,Monday,2019-04-08
2019-04-03,Brooklyn Nine-Nine,48 Hours,DirecTV Now DMVPD,DMVPD,1670,952606,Wednesday,2019-04-01
2019-04-01,Brooklyn Nine-Nine,48 Hours,Dish Anywhere MVPD,MVPD,1638,271933,Monday,2019-04-01
2019-04-02,Brooklyn Nine-Nine,48 Hours,Bravo iPhone App,Watch,1608,1818362,Tuesday,2019-04-01
2019-04-03,Brooklyn Nine-Nine,48 Hours,Hulu DMVPD,DMVPD,1606,952606,Wednesday,2019-04-01
2019-04-07,Brooklyn Nine-Nine,48 Hours,Hulu DMVPD,DMVPD,1598,952606,Sunday,2019-04-01
2019-04-12,Brooklyn Nine-Nine,48 Hours,Bravo FEP,Watch,1598,1818362,Friday,2019-04-08
2019-03-30,Brooklyn Nine-Nine,48 Hours,DirecTV Now DMVPD,DMVPD,1589,952606,Saturday,2019-03-25
2019-04-03,Brooklyn Nine-Nine,48 Hours,Bravo iPad App,Watch,1580,1818362,Wednesday,2019-04-01
2019-04-02,Brooklyn Nine-Nine,48 Hours,Bravo Apple TV App,Watch,1562,1818362,Tuesday,2019-04-01
2019-04-04,Brooklyn Nine-Nine,48 Hours,Comcast Xfinity MVPD,MVPD,1557,271933,Thursday,2019-04-01
2019-04-06,Brooklyn Nine-Nine,48 Hours,Sony Vue DMVPD,DMVPD,1550,952606,Saturday,2019-04-01
2019-04-10,Brooklyn Nine-Nine,48 Hours,Sony Vue DMVPD,DMVPD,1534,952606,Wednesday,2019-04-08
2019-04-06,Brooklyn Nine-Nine,48 Hours,Bravo Apple TV App,Watch,1528,1818362,Saturday,2019-04-01
2019-04-09,Brooklyn Nine-Nine,48 Hours,Sony Vue DMVPD,DMVPD,1519,952606,Tuesday,2019-04-08
2019-04-10,Brooklyn Nine-Nine,48 Hours,DirecTV Now DMVPD,DMVPD,1501,952606,Wednesday,2019-04-08
2019-03-31,Brooklyn Nine-Nine,48 Hours,Hulu DMVPD,DMVPD,1473,952606,Sunday,2019-03-25
2019-03-30,Brooklyn Nine-Nine,48 Hours,Bravo Roku App,Watch,1472,1818362,Saturday,2019-03-25
2019-04-05,Brooklyn Nine-Nine,48 Hours,Bravo FireTV App,Watch,1470,1818362,Friday,2019-04-01
2019-04-04,Brooklyn Nine-Nine,48 Hours,Bravo Samsung Smart TV App,Watch,1461,1818362,Thursday,2019-04-01
2019-04-11,Brooklyn Nine-Nine,48 Hours,Bravo Chromecast App,Watch,1407,1818362,Thursday,2019-04-08
2019-04-10,Brooklyn Nine-Nine,48 Hours,Bravo Roku App,Watch,1396,1818362,Wednesday,2019-04-08
2019-04-04,Brooklyn Nine-Nine,48 Hours,DirecTV Everywhere MVPD,MVPD,1386,271933,Thursday,2019-04-01
2019-04-12,Brooklyn Nine-Nine,48 Hours,YouTube TV,DMVPD,1364,952606,Friday,2019-04-08
2019-04-04,Brooklyn Nine-Nine,48 Hours,Sony Vue DMVPD,DMVPD,1358,952606,Thursday,2019-04-01
2019-04-07,Brooklyn Nine-Nine,48 Hours,Comcast Xfinity MVPD,MVPD,1318,271933,Sunday,2019-04-01
2019-04-12,Brooklyn Nine-Nine,48 Hours,Bravo Roku App,Watch,1317,1818362,Friday,2019-04-08
2019-04-09,Brooklyn Nine-Nine,48 Hours,DirecTV Everywhere MVPD,MVPD,1274,271933,Tuesday,2019-04-08
2019-04-07,Brooklyn Nine-Nine,48 Hours,Bravo Android Tablet Apps,Watch,1264,1818362,Sunday,2019-04-01
2019-04-04,Brooklyn Nine-Nine,48 Hours,Bravo FireTV App,Watch,1258,1818362,Thursday,2019-04-01
2019-04-08,Brooklyn Nine-Nine,48 Hours,Bravo Android Tablet Apps,Watch,1238,1818362,Monday,2019-04-08
2019-04-09,Brooklyn Nine-Nine,48 Hours,Bravo iPhone App,Watch,1230,1818362,Tuesday,2019-04-08
2019-04-03,Brooklyn Nine-Nine,48 Hours,Sony Vue DMVPD,DMVPD,1201,952606,Wednesday,2019-04-01
2019-04-01,Brooklyn Nine-Nine,48 Hours,Hulu DMVPD,DMVPD,1197,952606,Monday,2019-04-01
2019-04-05,Brooklyn Nine-Nine,48 Hours,DirecTV Now DMVPD,DMVPD,1196,952606,Friday,2019-04-01
2019-04-01,Brooklyn Nine-Nine,48 Hours,Bravo FEP,Watch,1185,1818362,Monday,2019-04-01
2019-04-11,Brooklyn Nine-Nine,48 Hours,Hulu DMVPD,DMVPD,1174,952606,Thursday,2019-04-08
2019-03-31,Brooklyn Nine-Nine,48 Hours,YouTube TV,DMVPD,1171,952606,Sunday,2019-03-25
2019-04-09,Brooklyn Nine-Nine,48 Hours,Bravo Apple TV App,Watch,1166,1818362,Tuesday,2019-04-08
2019-04-05,Brooklyn Nine-Nine,48 Hours,Bravo FEP,Watch,1150,1818362,Friday,2019-04-01
2019-04-11,Brooklyn Nine-Nine,48 Hours,Bravo iPhone App,Watch,1150,1818362,Thursday,2019-04-08
2019-04-10,Brooklyn Nine-Nine,48 Hours,Bravo iPhone App,Watch,1136,1818362,Wednesday,2019-04-08
2019-03-30,Brooklyn Nine-Nine,48 Hours,Bravo FEP,Watch,1036,1818362,Saturday,2019-03-25
2019-04-04,Brooklyn Nine-Nine,48 Hours,Bravo Android TV App,Watch,1034,1818362,Thursday,2019-04-01
2019-04-12,Brooklyn Nine-Nine,48 Hours,Bravo Android Tablet Apps,Watch,1022,1818362,Friday,2019-04-08
2019-04-05,Brooklyn Nine-Nine,48 Hours,Sony Vue DMVPD,DMVPD,1001,952606,Friday,2019-04-01
2019-04-07,Brooklyn Nine-Nine,48 Hours,Bravo iPhone App,Watch,999,1818362,Sunday,2019-04-01
2019-04-09,Brooklyn Nine-Nine,48 Hours,Bravo iPad App,Watch,987,1818362,Tuesday,2019-04-08
2019-04-01,Brooklyn Nine-Nine,48 Hours,DirecTV Now DMVPD,DMVPD,985,952606,Monday,2019-04-01
2019-04-04,Brooklyn Nine-Nine,48 Hours,Bravo Apple TV App,Watch,982,1818362,Thursday,2019-04-01
2019-04-08,Brooklyn Nine-Nine,48 Hours,YouTube TV,DMVPD,953,952606,Monday,2019-04-08
2019-03-29,Brooklyn Nine-Nine,48 Hours,Bravo Roku App,Watch,948,1818362,Friday,2019-03-25
2019-04-10,Brooklyn Nine-Nine,48 Hours,Bravo Apple TV App,Watch,937,1818362,Wednesday,2019-04-08
2019-04-10,Brooklyn Nine-Nine,48 Hours,Bravo FEP,Watch,910,1818362,Wednesday,2019-04-08
2019-04-03,Brooklyn Nine-Nine,48 Hours,Bravo iPhone App,Watch,898,1818362,Wednesday,2019-04-01
2019-04-09,Brooklyn Nine-Nine,48 Hours,Bravo FEP,Watch,880,1818362,Tuesday,2019-04-08
2019-04-09,Brooklyn Nine-Nine,48 Hours,Bravo Roku App,Watch,833,1818362,Tuesday,2019-04-08
2019-04-03,Brooklyn Nine-Nine,48 Hours,Bravo FireTV App,Watch,831,1818362,Wednesday,2019-04-01
2019-04-05,Brooklyn Nine-Nine,48 Hours,Bravo iPad App,Watch,829,1818362,Friday,2019-04-01
2019-04-02,Brooklyn Nine-Nine,48 Hours,Bravo FireTV App,Watch,823,1818362,Tuesday,2019-04-01
2019-04-06,Brooklyn Nine-Nine,48 Hours,Bravo FEP,Watch,783,1818362,Saturday,2019-04-01
2019-04-01,Brooklyn Nine-Nine,48 Hours,Sony Vue DMVPD,DMVPD,781,952606,Monday,2019-04-01
2019-04-02,Brooklyn Nine-Nine,48 Hours,Bravo Chromecast App,Watch,780,1818362,Tuesday,2019-04-01
2019-04-07,Brooklyn Nine-Nine,48 Hours,Bravo iPad App,Watch,771,1818362,Sunday,2019-04-01
2019-03-29,Brooklyn Nine-Nine,48 Hours,DirecTV Now DMVPD,DMVPD,766,952606,Friday,2019-03-25
2019-04-03,Brooklyn Nine-Nine,48 Hours,DirecTV Everywhere MVPD,MVPD,746,271933,Wednesday,2019-04-01
2019-04-10,Brooklyn Nine-Nine,48 Hours,Hulu DMVPD,DMVPD,734,952606,Wednesday,2019-04-08
2019-04-05,Brooklyn Nine-Nine,48 Hours,Comcast Xfinity MVPD,MVPD,731,271933,Friday,2019-04-01
2019-04-05,Brooklyn Nine-Nine,48 Hours,Bravo Android Tablet Apps,Watch,695,1818362,Friday,2019-04-01
2019-04-09,Brooklyn Nine-Nine,48 Hours,Hulu DMVPD,DMVPD,694,952606,Tuesday,2019-04-08
2019-04-06,Brooklyn Nine-Nine,48 Hours,DirecTV Now DMVPD,DMVPD,690,952606,Saturday,2019-04-01
2019-04-08,Brooklyn Nine-Nine,48 Hours,Sony Vue DMVPD,DMVPD,685,952606,Monday,2019-04-08
2019-04-03,Brooklyn Nine-Nine,48 Hours,Bravo Roku App,Watch,666,1818362,Wednesday,2019-04-01
2019-04-08,Brooklyn Nine-Nine,48 Hours,Hulu DMVPD,DMVPD,666,952606,Monday,2019-04-08
2019-04-04,Brooklyn Nine-Nine,48 Hours,YouTube TV,DMVPD,610,952606,Thursday,2019-04-01
2019-04-09,Brooklyn Nine-Nine,48 Hours,Comcast Xfinity MVPD,MVPD,593,271933,Tuesday,2019-04-08
2019-04-02,Brooklyn Nine-Nine,48 Hours,Bravo Android Tablet Apps,Watch,581,1818362,Tuesday,2019-04-01
2019-03-31,Brooklyn Nine-Nine,48 Hours,Bravo iPad App,Watch,546,1818362,Sunday,2019-03-25
2019-04-08,Brooklyn Nine-Nine,48 Hours,Bravo iPhone App,Watch,529,1818362,Monday,2019-04-08
2019-04-12,Brooklyn Nine-Nine,48 Hours,Bravo iPhone App,Watch,518,1818362,Friday,2019-04-08
2019-04-05,Brooklyn Nine-Nine,48 Hours,Hulu DMVPD,DMVPD,515,952606,Friday,2019-04-01
2019-04-11,Brooklyn Nine-Nine,48 Hours,Sony Vue DMVPD,DMVPD,510,952606,Thursday,2019-04-08
2019-04-04,Brooklyn Nine-Nine,48 Hours,Bravo FEP,Watch,503,1818362,Thursday,2019-04-01
2019-03-31,Brooklyn Nine-Nine,48 Hours,Bravo FireTV App,Watch,492,1818362,Sunday,2019-03-25
2019-04-07,Brooklyn Nine-Nine,48 Hours,Bravo FireTV App,Watch,488,1818362,Sunday,2019-04-01
2019-04-03,Brooklyn Nine-Nine,48 Hours,Bravo FEP,Watch,479,1818362,Wednesday,2019-04-01
2019-04-10,Brooklyn Nine-Nine,48 Hours,Bravo FireTV App,Watch,463,1818362,Wednesday,2019-04-08
2019-04-02,Brooklyn Nine-Nine,48 Hours,Bravo iPad App,Watch,456,1818362,Tuesday,2019-04-01
2019-03-30,Brooklyn Nine-Nine,48 Hours,Comcast Xfinity MVPD,MVPD,414,271933,Saturday,2019-03-25
2019-04-07,Brooklyn Nine-Nine,48 Hours,Sony Vue DMVPD,DMVPD,390,952606,Sunday,2019-04-01
2019-04-07,Brooklyn Nine-Nine,48 Hours,DirecTV Now DMVPD,DMVPD,381,952606,Sunday,2019-04-01
2019-04-09,Brooklyn Nine-Nine,48 Hours,Bravo Samsung Smart TV App,Watch,373,1818362,Tuesday,2019-04-08
2019-03-30,Brooklyn Nine-Nine,48 Hours,Bravo FireTV App,Watch,369,1818362,Saturday,2019-03-25
2019-04-08,Brooklyn Nine-Nine,48 Hours,DirecTV Now DMVPD,DMVPD,362,952606,Monday,2019-04-08
2019-03-31,Brooklyn Nine-Nine,48 Hours,Comcast Xfinity MVPD,MVPD,361,271933,Sunday,2019-03-25
2019-03-29,Brooklyn Nine-Nine,48 Hours,Bravo Android Tablet Apps,Watch,360,1818362,Friday,2019-03-25
2019-04-01,Brooklyn Nine-Nine,48 Hours,Bravo Roku App,Watch,351,1818362,Monday,2019-04-01
2019-04-05,Brooklyn Nine-Nine,48 Hours,Bravo Apple TV App,Watch,349,1818362,Friday,2019-04-01
2019-04-07,Brooklyn Nine-Nine,48 Hours,Bravo Apple TV App,Watch,327,1818362,Sunday,2019-04-01
2019-04-11,Brooklyn Nine-Nine,48 Hours,Bravo Apple TV App,Watch,323,1818362,Thursday,2019-04-08
2019-04-11,Brooklyn Nine-Nine,48 Hours,Comcast Xfinity MVPD,MVPD,307,271933,Thursday,2019-04-08
